Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,Abstract
"Exploring Socially Sustainable, Smart Manufacturing – Building Bridges Over Troubled Waters",Flexible Automation and Intelligent Manufacturing: Establishing Bridges for More Sustainable Manufacturing Systems,,,,10.1007/978-3-031-38165-2_96,Kristina M. ErikssonLinnéa CarlssonAnna Karin Olsson,2024,https://link.springer.com/chapter/10.1007/978-3-031-38165-2_96,Conference paper,"Contemporary manufacturing organizations formulate strategies towards smart manufacturing. However, strategies often merely regard technological improvements of working processes and activities and pay limited attention to human-centric perspectives. This study addresses the complex phenomenon of reaching socially sustainable smart manufacturing by exploring the human-centric perspectives in the eras of Industry 4.0 and Industry 5.0. Data were collected through an explorative qualitative case study with focus groups applying the history wall approach to document informants’ choices of activities that impact digitalization. To investigate informants’ interpretations and experiences of digital initiatives and prospects, the history wall approach was coupled with the analytical lens of the co-workership wheel, with its four conceptual pairs: trust and openness, community spirit and cooperation, engagement and meaningfulness, responsibility, and initiative. A total of 17 informants from different organizational levels at a case company participated. Activities, impacting digitalization, brought forward were grouped into technology, organization, and external impact. Results showed that human-centric and intangible perspectives surfaced as prerequisites when navigating industrial digitalization. Further, digital initiatives and prospects risk drowning in re-occurring organizational changes making successful implementation difficult. Thus, organizations cannot rely solely on technology, but must consider activities related to organizational aspects and impacts from the external environment, when introducing digital initiatives. Intrinsically, recognition of the co-workership concept, emphasizing human-centricity, can support the foundation necessary for bridging the gap towards socially sustainable smart manufacturing and strengthening the emerging I5.0 research."
Evaluating Digital Human Modelling for Workers with Osteoarthritis,Advances in Digital Human Modeling II,,,,10.1007/978-3-032-00839-8_5,Elizabeth OyemikeYee Mey GohRebecca Grant,2025,https://link.springer.com/chapter/10.1007/978-3-032-00839-8_5,Conference paper,"This study explores the use of Digital Human Modelling (DHM) with Siemens’ Process Simulate to enhance inclusive design in manufacturing, aligning with Industry 5.0’s focus on human-centric and adaptive systems. Traditional user testing often poses financial and physical challenges, particularly for individuals with disabilities. By simulating users with and without joint impairments (e.g., osteoarthritis), this research investigates the potential of DHM to minimize physical testing and proactively identify ergonomic risks.
The project involved three manufacturing scenarios: manual (using a screwdriver), mechanical (using a nail gun), and automated (robot-assisted assembly). Ergonomic assessment (OWAS) was employed to evaluate the safety and comfort of different user models. Findings revealed that manual tasks posed higher risks to users with limited joint mobility, while automated scenarios significantly reduced these risks. It was also found that women experience greater discomfort throughout the programmed tasks, made worse when joint flexion is limited, like Osteoarthritis cases. This indicates that DHM helps to represent diverse user needs, informing the universal design of safer, more accessible workplaces, ahead of physical build and setup."
"Combined sedimentation, electrocoagulation and ozone processes for the wastewater treatment in an Ecuadorian MDF industry",International Journal of Environmental Science and Technology,,,,10.1007/s13762-022-03961-y,C. Navas-CárdenasS. RajendranT. RamírezF. Muñoz,2022,https://link.springer.com/article/10.1007/s13762-022-03961-y,Article,"The combination of sedimentation, electrocoagulation (EC) and ozonation processes was investigated to treat wastewater from a medium-density fiberboard panel industry. The set-up of the EC process was composed of aluminum anodes and iron cathodes. For the sedimentation, the residence time was studied in a range from 5 to 120 min, achieving 80% suspended solids removal at 60 min. Three current densities have been investigated for EC: 57.1, 128.6 and 214.3 A/m2. The addition of 20 mL/min of polyamide (100 mg/L) was also tested using 200 mL/min of wastewater at an initial pH of 7.5 in order to analyze its effect on the pollutant removal, and therefore, on EC performance. The best operating EC conditions were 214.3 A/m2 of current density by the addition of polyamide aqueous solution. After EC, chemical oxygen demand (COD), color and turbidity removals of 66.3%, 99.7% and 99.9%, respectively, were obtained. For the ozonation process, an ozone flow of 2.5 g/h was fed to the wastewater, at an initial pH of 7.4. The effect of various ozone doses on COD, color and turbidity removal has also been studied. The highest achieved removal rates were 38.0%, 10.5% and 0.3% for COD, color and turbidity, respectively, at 20 min ozonation time. For the overall treatment, the removal percentages of these parameters were 90.9%, 99.7% and 99.9%, respectively. Furthermore, the combined treatment increased the wastewater biodegradability by a factor of 4.5. Thus, the combined processes of sedimentation, EC and ozonation can be a suitable alternative to reduce contaminant load in effluents from wood industries, and therefore, to comply with the Ecuadorian regulations."
Has COVID-19 had an impact on prices? The case of the cruise industry,Journal of Revenue and Pricing Management,,,,10.1057/s41272-021-00362-7,Josep Maria Espinet RiusAriadna Gassiot-Melian,2021,https://link.springer.com/article/10.1057/s41272-021-00362-7,Article,"One of the previously unknown and unexpected impact of COVID-19 is its effect on prices. The aim of this research is to estimate how prices in the cruise industry have changed since COVID-19 was declared a pandemic. To carry out this research the authors created an extensive database of prices from February 2019 to March 2021, which were collected from a leading Spanish online travel agency (OTA). Methodologically, this research uses descriptive and hedonic analyses. The main conclusion is that cruise prices have reduced, on average, by 4.3%, although there are relevant differences between cruise companies, zone of departure, size, antiquity and rating of the ships, and the number of days between the date of capture and the date of cruise departure. Finally, several managerial implications are suggested from the results of this study."
Artificial Intelligence in Small and Medium-Sized Enterprises: Requirements and Barriers,Latest Advancements in Mechanical Engineering,,,,10.1007/978-3-031-70465-9_18,Rudolf GrünbichlerSergio Salimbeni,2024,https://link.springer.com/chapter/10.1007/978-3-031-70465-9_18,Conference paper,"Small and medium-sized enterprises (SMEs) are the backbone of the economy and in recent years have become the focus of several studies. To promote intelligent and sustainable growth, research and innovation projects are encouraged to create a favorable ecosystem. SMEs are generally adaptable and innovative in terms of their processes and products. Due to the continued competitive pressures that small organizations endure, they are gradually becoming more proactive when it comes to innovation. Digital technologies are changing society and the production sector, and Industry 4.0 (I4.0) marked a new era. The basic idea of I4.0 is automation and comprehensive connectivity, both vertical and horizontal, connecting machines, products and people throughout the entire value chain. Many SMEs began to implement technologies for smart and connected manufacturing and operation systems. The application of digital techniques to companies has had an important effect on the way of living and working. The use of artificial intelligence (AI), virtual reality and robots, among others, is generating different work modalities, and, therefore, education and training. That is why it is intended, from now on, that I4.0 focus on people and sustainability, which is beginning to be known as Industry 5.0 (I5.0). The aim of this work is to be able to answer two important questions: what obstacles to the implementation of AI face SMEs in the manufacturing sector and what requirements they must meet to adopt it. For this purpose, a bibliographic review and five qualitative studies were carried out in Argentina."
An IoMT data security framework with Hyperledger Fabric for smart cities,International Journal of Information Technology,,,,10.1007/s41870-024-02181-6,Saikat SamantaAchyuth SarkarSangeeta Kumari,2024,https://link.springer.com/article/10.1007/s41870-024-02181-6,Article,"There is a high-risk privacy issue related to the Internet of Medical Things (IoMT) because of a lack of security in critical and sensitive information. We propose a framework for securing medical data in Healthcare 5.0 generated by the IoMT. Our framework uses Hyperledger Fabric (HF), a permissioned blockchain platform, to provide a decentralized and tamper-proof system for data management and sharing. The proposed framework includes modules for identity management, data encryption, and access control for Healthcare 5.0. Hyperledger is a Linux Foundation-hosted open-source project. The HF is one of the IBM-developed initiatives that eventually contributed to Hyperledger. The paper presents the architecture of the framework, as well as a prototype implementation and evaluation of its performance and security specific to consumer electronics for Smart Cities. This evaluation demonstrated that the proposed framework is efficient and effective at securing medical data in the IoMT, and could be used to develop secure and scalable healthcare systems in the future."
Analysis of the Surface Layer of Aluminium Alloy Castings at Their Machining by the Surface Homogeneity Criterion,Advanced Manufacturing Processes VI,,,,10.1007/978-3-031-82746-4_17,Yaroslav KusyiOlha KostiukAndrii KukIryna TarasTetiana Lukan,2025,https://link.springer.com/chapter/10.1007/978-3-031-82746-4_17,Conference paper,"The regulated quality parameters of the products are ensured by different technologies. In particular, sustainable manufacturing provides important requirements and main tasks for Industry 4.0/5.0. The priority directions to improve the sustainability of product manufacturing are associated with the simulation of machining processes by cutting, complex assurance of the technological system at parts machining, and the development of practical techniques for reliable measurement of the technological parameters of products. In the paper, a developed technique is implemented to estimate the surface layer of aluminum castings after step-by-step machining using rough and finish milling using the LM-hardness method. The degree of the degradation of the surface material of the workpieces is analyzed comprehensively using indicators of the criterion of surface homogeneity: coefficient of variation ν; Weibull homogeneity coefficient (m), and indicators related to it: material constant Am, technological damageability D, and the intensity of increasing of the technological damageability jD. It is established that step-by-step machining of workpieces by rough and finishing milling does not change the structurally homogeneous state of the material of the blanks. An increase in power loads at rough milling with manual feed of the working table of the metal-cutting machine creates a gradient structure in the workpieces. It increases the susceptibility to damage of the surface layers of workpiece material. Reduction of power characteristics at finish milling with automatic feed of the working table of the metal-cutting machine reduces the number of structural stress concentrators that ensure regulated parameters of products. Further investigations in that research direction are offered."
Digital Metamorphosis: Harnessing Transformation in the Public Sector for Sustainable Governance and Resilience,Competitiveness and Sustainability in the Digitization Era,,,,10.1007/978-3-031-91778-3_1,Andreea-Florentina CrăciunMuhammad UmarMeng QinAna-Cristina NicolescuOana-Ramona Lobonț,2025,https://link.springer.com/chapter/10.1007/978-3-031-91778-3_1,Conference paper,"In an era where digital transformation is a defining characteristic of organisational evolution, the public sector is shifting profoundly toward modernisation through digitalisation. This chapter examines the opportunities for integrating digital technologies within public administration, focusing on sustainable governance and the sector’s ability to adapt to rapid technological changes. Digital transformation (DT) is positioned as a continuation of the technological progress that began with the First Industrial Revolution and has since evolved through subsequent phases. With DT now aligning with Industry 4.0 and the emergence of Industry 5.0 concepts, public institutions are under increasing pressure to transform to meet the expectations of a digitally empowered citizenry. A complex bibliometric analysis, complemented by insights from the Digital Economy and Society Index (DESI), underpins this study, allowing for a comprehensive view of digital transformation’s trajectory within the public sector. Applying the k-means++ clustering method in Orange analysis software has provided a robust framework for categorising EU Member States based on their digitalisation, good governance, and characteristics of government effectiveness. The findings highlight vital dimensions influencing digital adoption, including human capital, infrastructure, and governance. The analysis underscores the central role of skilled personnel and dynamic capabilities within public institutions, where effective management and adaptive digital strategies prove essential for sustainably embedding DT. Moreover, the chapter explores the public sector’s response to digitalisation challenges, such as ensuring data security, fostering interagency collaboration, and cultivating resilience against disruptions. This chapter underscores the need for a coordinated approach in the digital transformation process, making the audience feel the urgency and importance of collaboration. The results of this exploration underscore that while digital transformation offers immense potential for enhanced efficiency and service delivery, achieving these goals requires a coordinated approach that balances technological innovation with robust governance frameworks. This chapter contributes to the ongoing discourse on digital public governance by elucidating the multidimensional impacts of digital transformation and outlining strategic pathways to foster an adaptable, resilient, and digitally advanced public sector, instilling a sense of hope and optimism about the benefits of digital transformation."
Adopting Smart Technologies of Industry 4.0 to Formulate Data for Enhanced Business Intelligence,"Digital-for-Development: Enabling Transformation, Inclusion and Sustainability Through ICTs",,,,10.1007/978-3-031-28472-4_10,Sean KrugerAdriana A. Steyn,2023,https://link.springer.com/chapter/10.1007/978-3-031-28472-4_10,Conference paper,"Emerging technologies of Industry 4.0 (I4.0), often referred to as “smart”, have been shown to offer advantages across several business sectors when effectively adopted. Despite the adoption thereof being a well-established field, gaps remain on how these smart technologies have been combined to formulate insightful data to enhance business intelligence (BI), particularly in non-western contexts. To address this gap, a case study showing how smart technologies were adopted for the agriculture sector in South Africa to generate data towards improved BI is presented, including the processes that enabled this. The findings show how technologies were integrated to develop an artificially intelligent system that could identify diseased animals more effectively. The study does not argue that the system itself is revolutionary. Instead, it demonstrates that technology adoption remains relevant, even in the context of the study to enable decision making. Using these insights, and data from semi-structured focus group sessions, a conceptual model is presented to replicate such solutions in developing regions towards enhanced data driven decisions."
"Welding direction and tool offset interaction in dissimilar friction stir welding of pure copper and aluminum: interface evolution, mechanical properties, and fracture mechanisms",The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-025-17138-7,Quach Hoai NamDuong Dinh HaoTran Hung Tra,2025,https://link.springer.com/article/10.1007/s00170-025-17138-7,Article,"This study investigates the critical interaction between welding direction and tool offset on the properties of dissimilar friction stir welded (FSW) joints between pure copper (C1100) and aluminum 1050 (AA1050). Two welding configurations, designated FSW1 and FSW2, were employed with identical linear tool offset variations (3.3–4.0 mm) but opposite welding directions to fabricate butt joints from 5.0 mm thick plates. The research comprehensively examines material flow patterns, interface morphology evolution, intermetallic compounds (IMCs) formation, mechanical properties, and fracture mechanisms. Experimental results revealed significant differences in joint characteristics: FSW1 exhibited superior material flow stability, thinner IMC layers (0.3–0.5 μm), and higher tensile strength (reaching 102 MPa) compared to FSW2, which showed continuous thick IMC formation and lower strength (88 MPa). Fracture analysis demonstrated distinct failure modes, with FSW1 displaying variable fracture locations along the weld path while FSW2 consistently failed at the Cu/Al interface. Finite element analysis quantified stress concentration factors (SCFs) at interface discontinuities, revealing higher SCFs in FSW2 specimens correlating with reduced joint strength. The findings demonstrate that the synergistic effect of welding direction and tool offset critically influences dissimilar joint quality, providing essential insights for optimizing FSW parameters in Cu/Al joining applications. This research contributes to the fundamental understanding of process-structure-property relationships in dissimilar metal welding, particularly relevant for electrical and automotive industry applications."
Change Management in a Pet Food Plant: A User-Centric Phenomenological Approach for a Digital Transition,Flexible Automation and Intelligent Manufacturing: Establishing Bridges for More Sustainable Manufacturing Systems,,,,10.1007/978-3-031-38165-2_72,Érica Gonçalves RezendeFrancisca Belen Osorio RocoIsotilia Costa Melo,2024,https://link.springer.com/chapter/10.1007/978-3-031-38165-2_72,Conference paper,"Change management represents a challenge in most organizations, especially when implementing fundamental tools for transitioning to an Industry 5.0 context, such as a newer and more modern enterprise resource planning (ERP). The current paper documents and investigates the change management while implementing an ERP in a plant for industrializing food in Brazil. This approach was phenomenological and focused on the users’ perspective, applying a questionnaire after the training and implementation of an ERP. The findings suggest users declared that they were ready to put energy into this change. However, at the same time, they also stated that they see no need to change. This raises doubts about how this change was implemented. The energy and desire might be there for the change, but it needs to be directed to the necessary targets through adequate guidance. Practical orientations for applications in similar contexts and further research directions are pointed out."
Health risks and sources of PM<sub>2.5</sub>-bound heavy metals in Southwest China: evidence from a 9-year monitoring program,BMC Public Health,,,,10.1186/s12889-025-24596-x,Wei HuangDan KuangFangkui QinLi LuoJinqiu YaoShaojie SongJingwen SunJiaqi HuangCheng WangRong LuXufang Gao,2025,https://link.springer.com/article/10.1186/s12889-025-24596-x,Article,"Numerous studies have demonstrated that PM2.5-bound heavy metals pose non-negligible inhalation carcinogenic risks to the population. As one of the largest megacities in southwest China, Chengdu's industrial activity combined with its geographic features may present ongoing health challenges. By monitoring heavy metals and inorganic ion in atmospheric PM2.5 in Chengdu City for nine years, the inhalation health risks of 12 metal elements were analyzed by applying a year-weighted health risk assessment model. Afterwards, the sources of heavy metals and ions were resolved by using a positive matrix factorization (PMF) model. Further, 34 socio-economic development indicators in Chengdu were collected and analyzed by Spearman correlation and partial correlation to support the source resolution results. The health risks from different emission sources were further quantified. The median hazard index HI (interquartile range) for all metals measured was 0.26 (0.19, 0.31), indicating a negligible non-carcinogenic risk. The order of male’s carcinogenic risk was As (1.90 × 10–6 (1.40 × 10–6, 2.43 × 10–6)) > Cr (4.43 × 10–7 (3.21 × 10–7, 6.21 × 10–7)) > Cd (1.41 × 10–7 (9.68 × 10–8, 2.09 × 10–7)) > Pb (1.17 × 10–7 (8.59 × 10–8, 1.53 × 10–7)) > Ni (1.81 × 10–8 (1.27 × 10–8, 2.46 × 10–8)) > Be (5.01 × 10–9 (5.01 × 10–9, 5.10 × 10–9)), and similar patterns for female and child. PMF identified 5 possible sources of heavy metals, including the chemical industry, motor vehicles, soil dust, coal combustion, and the nonferrous metals industry. These sources were systematically supported and explained through trend and correlation analysis with Chengdu's socio-economic indicators. The non-ferrous metal industry and the chemical industry had the highest population cancer risk levels of 4.71 × 10–6 and 2.24 × 10–6, respectively. As (71.8%) and Cr (17.3%) contributed the most to the total carcinogenic risk and are the metal species requiring more stringent regulation. Heavy metal pollution from Chengdu's fast-growing non-ferrous metal industry, chemical batteries, and new energy vehicle industry requires more concern. Moreover, further policies related to cleaner production, energy conservation, and recycling are needed to address pollution from these sectors.
Graphical abstract"
Production and partial characterization of endoglucanase by <i>Thermothelomyces heterothallicus</i> PA2S4T and its application in biopolishing of denim jeans,Cellulose,,,,10.1007/s10570-024-06002-8,Bruna DetoniVitória Maciel DelaiWallison Justino da SilvaMarina Kimiko KadowakiJosé Luis  da Conceição SilvaRita de Cássia  Garcia SimãoThais Duarte BifanoMárcia Regina SimõesAlexandre Maller,2024,https://link.springer.com/article/10.1007/s10570-024-06002-8,Article,"Most enzymes used in industry originate from microorganisms, such as endoglucanases that degrade cellulose. In this context, Thermothelomyces heterothallicus is a thermophilic filamentous fungus capable of producing substantial amounts of this enzyme. This study aimed to produce, purify, and characterize an endoglucanase from the novel strain of T. heterothallicus PA2S4T, utilizing orange peel as a carbon source, and applying this enzyme to denim fabric. Optimization of enzymatic production through experimental design yielded the best results for endoglucanases at the lowest temperature (28 °C) and shortest cultivation time (60 h), using the highest concentration of orange peel (4.2%), resulting in an endoglucanase activity of 61 U.mL−1. Following purification steps, sample isolation was confirmed by observing a single band on SDS-PAGE at a molecular weight of 36.3 kDa. The enzymatic reaction exhibited an optimal pH of 7.0, with stability over a wide pH range (from 3.0 to 8.0). The enzyme showed optimal activity at 50 °C and remained thermally stable up to this temperature. Application of the enzyme in the bio-polishing step of denim jeans manufacturing, at concentrations of 1–5 U.mL−1, resulted in weight losses of 2–5%. The best weight loss results were found after 12 h of treatment, at 50 ºC and pH 5.0. Additionally, the scanning electron microscopy showed that 2 and 5 U.mL−1 of enzyme improved appearance of denim fabric by removing protuberances and irregularities compared to untreated fabric."
Advancing Resilience in Manufacturing Strategy: A Systematic Literature Review and Future Research Directions,Innovations in Industrial Engineering III,,,,10.1007/978-3-031-61582-5_10,Cristian Rincon-GuioJaime CantilloWilliam Sarache,2024,https://link.springer.com/chapter/10.1007/978-3-031-61582-5_10,Conference paper,"The article examines the conceptualization, development and implementation of resilience in Manufacturing Strategy (MS) and provides different opportunities for future research based on the research gaps identified in the existing literature. This study adopts the Systematic Literature Review (SLR) methodology to explore resilience in MS. The research process consists of five phases: article compilation from Scopus and Web of Science, application of inclusion/exclusion criteria, critical analysis of shortlisted articles, bibliometric and content analyses, and identification of research gaps. This rigorous approach ensures a comprehensive review, allowing for the identification of current trends and future research opportunities in the MS and resilience landscape. The bibliometric analysis reveals a surge in articles MS and resilience in 2022, mainly published in a few key journals. Most contributions come from India and the UK. Topics like COVID-19 and smart manufacturing frequently appear. Citation analysis shows growing interest in the subject, with empirical studies being the most common research type. The study analyzes various dimensions of resilience in MS, exploring definitions, nature, and factors contributing to resilience. It identifies interdisciplinary approaches to defining resilience and highlights the need for empirical validation. Research opportunities include clarifying resilience attributes, roles, and measurement models in MS. The study also discusses the impact of Industry 4.0 and 5.0 technologies, suggesting that future research should focus on understanding and operationalizing resilience in manufacturing."
Ergonomic Study and Work Transformation in a Clothing Industry,Proceedings of the 3rd International Congress of Applied Chemistry & Environment (ICACE–3),,,,10.1007/978-981-99-1968-0_18,Nejib Sejri,2023,https://link.springer.com/chapter/10.1007/978-981-99-1968-0_18,Conference paper,"The objective of this research is to study, transform, and improve real ergonomic situations in the Tunisian clothing industry. In this context, ergonomic studies were conducted on health and safety stations (postures, repetitive gestures, musculoskeletal disorders (MSDs), their design, and the necessary manual tools). In this context, MSDs represent 70% of occupational diseases in Tunisia. Presenting the effects of these constraining factors in Tunisian clothing companies that represent more than 52% of the cases concerned. A study was conducted to identify and prove that the posture problem is related to the design of workstations. A diagnosis according to the standard of the Association for Prevention and Improvement of Working Conditions (APACT) has found that the posture problems are mainly located in the cutting rooms, through the Key Indicator Method (KIM). The Ovako Working Posture Analysis System method proves that workstation designs, as well as the repetitive gestures of the restrictive postures of many operators in clothing companies. This brings us back to the application of other ergonomic tools such as the OWAS method, as well as the standard of the German Institute for Standardization (DIN) at the level of anthropometric measurement to achieve the objectives of this study."
Blockchain and&#xa0;Onion Routing-Based Secure Data Management Framework for&#xa0;Healthcare Informatics,"Transfer, Diffusion and Adoption of Next-Generation Digital Technologies",,,,10.1007/978-3-031-50192-0_30,Ruchi SaoRajesh GuptaNilesh Kumar JadavSubir VermaSudeep Tanwar,2024,https://link.springer.com/chapter/10.1007/978-3-031-50192-0_30,Conference paper,"Healthcare is undeniably a paramount concern for both individuals and nations alike. Its significance extends beyond just individual well-being, as the state of healthcare plays a pivotal role in the overall growth and stability of a nation’s economy. Recognizing this, industry and academics have embarked on various pioneering initiatives aimed at improving the quality of healthcare decisions and services. These efforts have remarkably transitions in healthcare frameworks, progressing from Healthcare 1.0 to Healthcare 5.0. Nowadays, wearable devices make the healthcare analysis of any individual easy. Doctors/hospitals can take the data, analyze it and suggest the diagnosis. But, this is not easy as we think. It is because of security issues where attackers can tamper with the wearable device message before reaching the concerned doctor. The modified message can misguide the doctor with an accurate diagnosis. This leads to a more severe cause for the patent and can endanger the patient’s life. Existing frameworks are mainly focusing on traditional cryptographic and blockchain solutions, which offer some level of security but no anonymity. Motivated by this, we proposed an artificial intelligence (AI), blockchain and onion routing-based secure and anonymous healthcare data management framework for wearable devices in this paper. Onion routing offers high security and anonymity with multi-layer encryption, whereas AI is used to distinguish malicious non-messages from malicious ones. Blockchain is used to authenticate the intermediate nodes of the onion network."
Pore Structure Characterization and Environmental Assessment of Ground Volcanic Pumice-Based Alkali-Activated Concrete,International Journal of Concrete Structures and Materials,,,,10.1186/s40069-025-00791-3,Mohammed IbrahimAshraf A. BahraqBabatunde Abiodun SalamiLuai Mohammed AlhemsSyed Rizwanullah HussainiMuhammad NasirAdeshina Adewale Adewumi,2025,https://link.springer.com/article/10.1186/s40069-025-00791-3,Article,"The impact of pore structure and its connectivity in ground volcanic pumice (GVP) and nano-silica (nSi)-based AAB on the chloride diffusion leading to corrosion of reinforcing steel for a period of up to 2.5 years was investigated in this study. 1H proton NMR relaxometry was employed as an innovative method to examine the pore structure and connectivity in alkali-activated concrete (AAC), in conjunction with the assessment of bulk chloride diffusion. Alkali-activated GVP with marginal quantities of nSi outperformed similar grade conventional OPC concrete when exposed to bulk diffusion in accordance with ASTM C1556. There was nearly 80–90% reduction in chloride diffusivity in 5.0% and 7.5% nSi mixes and 60% increase in compressive strength. The contour maps showed that nSi incorporation greater than or equal to 5.0% significantly lowered porosity, enabled poor pore connectivity and minimized chloride diffusion, resulting in enhanced protection against chloride-induced corrosion of steel rebar in the AAC. It was revealed that the remarkable resistance of nSi-modified GVP-AAC to the aggressive environment was attributed to the better polymerization and physical influence enhanced the binder structure. The environmental assessment results showed that GVP-based alkali-activated mixes reduced CO2 emissions by 53% to 60% compared to the OPC-based mix, demonstrating their strong potential for lowering the carbon footprint of concrete."
Environmental strategy and the petroleum industry: a sustainability balanced scorecard approach,Journal of Petroleum Exploration and Production Technology,,,,10.1007/s13202-022-01543-9,Raquel Fernández-GonzálezFélix Puime-GuillénJorge Eduardo Vila-Biglieri,2022,https://link.springer.com/article/10.1007/s13202-022-01543-9,Article,"The institutional framework designed to protect the environment demands a growing involvement of companies. The new environmental paradigm drives the business community to embrace corporate sustainability more broadly and effectively. This trend is especially pronounced in the petroleum sector since, to a greater degree than in other industries, modern society demands that wealth creation be conducted while guaranteeing social and environmental wellbeing. To achieve this aim, it is necessary to implement an environmental management model that links sustainability planning with a control and supervision system. One of the most effective is the Sustainability Balanced Scorecard approach. This method will be used in this article to evaluate the sustainable performance of a Spanish company whose activity is focused on the marketing and distribution of petroleum products. The objective of this article is to analyze the environmental management of the hydrocarbon company and whether the four perspectives of its strategic vision have satisfactorily incorporated variables that promote sustainability. 2021 is the reference year for the indicator values, which will be compared with the target values for 2022. The results show that, while financial performance reveals a margin for improvement, as well as staff education and training in sustainability, the degree of environmental satisfaction of consumers is acceptable."
Reduction in chemicals leaching in the leather industry effluent using hydrated layered double hydroxide as a fixative,International Journal of Environmental Science and Technology,,,,10.1007/s13762-022-04020-2,S. MandalD. JayanthiC. Muralidharan,2022,https://link.springer.com/article/10.1007/s13762-022-04020-2,Article,"The leather industry plays a significant role in the economy of a country; however, the leather-making process causes severe environmental concerns. The presence of chromium and other chemicals contributing for BOD, COD, and TDS of the effluent is viewed seriously by regulatory authorities. Therefore, there is an utmost need for an effective fixing agent/auxiliary and a right strategy to reduce the chromium and other environmental parameters in the effluent. The present study reports hydrated layered double hydroxide (LDH) as an eco-friendly fixing auxiliary for leather. The physico-chemical and colour characteristics of the final leathers were studied by FTIR, TGA, DSC, and reflectance spectroscopy and compared with those obtained by conventional process (without using LDH). The effluents generated were tested for eco-friendly parameters like pH, BOD, COD, and chromium content. The colour characteristics, thermal stability and organoleptic properties of the final leather were found to be improved or analogous by the use of 2% LDH. The pH of the effluent was increased above 5 by the use of LDH, as compared to 3.5–3.6 in the conventional process. Chromium concentration in the effluent was reduced by 45–65%. Finally, LDH is proved to be an eco-friendly fixing auxiliary for cleaner leather production."
"Mining 4.0 and its effects on work environment, competence, organisation and society – a scoping review",Mineral Economics,,,,10.1007/s13563-024-00427-0,Erik LundAnnika PekkariJan JohanssonJoel Lööw,2024,https://link.springer.com/article/10.1007/s13563-024-00427-0,Article,"The mining industry is facing a technological shift with Industry 4.0 creating new conditions for mining. This is often referred to as Mining 4.0. To succeed through the technological shift, the industry need to handle several challenges wisely, such as how to utilise the new digital technology to promote sustainable work environments, how to recruit skilled workers to the industry, and how to manage organisational challenges as a result of the technological shift. This scoping literature review examines a large field of literature on how Mining 4.0 might affect the mining industry in areas such as work environment, competences, organisation and society, and what can be done to promote sustainability going forward. The paper also identifies several areas that have not been explored in previous research. These include empirical studies on the effects of the technological shift brought about by Mining 4.0 on work environments, and how to attract younger generations to mining to ensure sustainability in the industry going forward."
Enhancement of heavy metals removal from real electroplating effluent by protoplast fusion technology between different indigenous fungi,International Journal of Environmental Science and Technology,,,,10.1007/s13762-025-06548-5,M. M. A. A. El-GendyA. A. M. El-BondklyS. I. A. MohamedA. M. A. El-Bondkly,2025,https://link.springer.com/article/10.1007/s13762-025-06548-5,Article,"Among a collection of 64 natural isolates derived from the mycobiome of electroplating effluents screened for heavy metals biosorption, two fungal isolates AHM 21 and AHM 53 identified and designated as Fusarium sp. AHM 21 and Alternaria sp. AHM 53 proved to be potent fungal biosorbents for efficient removal of heavy metals. They were used as parental strains in intergeneric protoplast fusion technique. One of fifteen fusants; recombinant strain RAM 5 showed improved biosorption activity against a wide range of heavy metals compared to its parental strains. The recombinant strain RAM 5 achieved 100% removal of Fe3+, Co2+, Ni2+, Pb2+, and Cd2+ (pH 5.0–7.0 at 25–30 °C); Cr6+, and Zn2+ (5.0 -7.0 at 30 °C); Se4+, Ba2+, V+, and Cu2+ (pH 7.0 at 25–30 °C) and As3+ (pH 5.0 at 25–30 °C) from electroplating wastewater. It also reduced the amounts of Hg2+, total dissolved solids, Cl−, SO42−, Na+, and PO4 by 87.90, 77.12, 60.21, 61.05, 62.44, and 71.00%, respectively at pH 7.0 and 30 °C and removed Be2+, Mn2+, K+, chemical oxygen demand, biochemical oxygen demand, total phosphorous, and NO3− by 96.14, 99.33, 71.00, 82.14, 67.71, 94.50, and 58.43% (pH 5.0 at 25 °C). Interestingly, fusant RAM 5 showed no antiproliferative activity against hepatocellular carcinoma, human breast cancer and normal human skin fibroblast cell lines. The current work provides cheaper, nontoxic, and more environmentally friendly biological treatment based on fungi for metals removal."
