ID,Título,Autores,Ano,Jornal/Conferência,DOI,Abstract,Keywords,ISSN,Affiliation,Base,SJR Best Quartile
PATALASMALISZEWSKA2025115188,Predictive modelling for sustainable production enhancing: Study of metalworking Industry,Justyna Patalas-Maliszewska and Hanna Łosyk and Martin Dix and Matthias Rehm,2025,Renewable and Sustainable Energy Reviews,https://doi.org/10.1016/j.rser.2024.115188,"Currently, managers of manufacturing enterprises expect solutions that help them monitor and increase the level of sustainable production (SP) so they can find a balance between energy related challenges, employee satisfaction, enterprise resource planning, economic performance, environmentally friendly and product development. Understanding the linkage between SP and energy-related challenges is an essential factor in recent research. The main goal of this study is to establish the new approach to increase SP capabilities of the manufacturing company and to determine the decision-making support tool for raising the level of SP. The research was based on analysis of the scientific literature and application of empirical research results from eighty-four small and medium sized (SME sector) manufacturing enterprises metalworking Industry and a real-life case study, an enterprise of the SME sector of the machining technology. The results achieved highlighted the new method for predictive SP with decision trees and, secondly, determined the decision trees-based predictive models for SP. The findings of this research revealed the main challenges and directions: (1) develop the guidelines for SP enhancing for manufacturers according to the concept Industry 5.0, and (2) create an integrated computerized approach for monitoring and predicting SP level. Finally, the research results establish a connection between renewable and sustainable energy focusing on applications in metalworking industry.","Sustainable production, Small and medium sized manufacturing enterprises, Linkage between SP and energy-related challenges, Metalworking Industry, Decision tree, Predictive models, A case study",13640321,,Science Direct,Q1
FEIDEN2025100495,Ultrasound-assisted extraction of enzymes and bioactive compounds from secondary artichoke flowers: A sustainable alternative for cheese production,Thais Feiden and Ilizandra Aparecida Fernandes and Eunice Valduga and Jamile Zeni and Juliana Steffens,2025,Food and Humanity,https://doi.org/10.1016/j.foohum.2024.100495,"Artichokes, known for their bioactive compounds and enzymes, generate substantial by-products such as secondary flowers during processing. These by-products can be valorized industrially for extracting bioactive compounds and coagulating enzymes. This study aimed to extract enzymes and bioactive compounds from the pistils of discarded secondary artichoke flowers using maceration with liquid nitrogen and ultrasound-assisted extraction (UAE). The UAE method, optimized using a central composite design, yielded superior results under the conditions of 1/8 g/mL mass/volume ratio, 40 min extraction time, and pH 5.0. Specific findings included a proteolytic activity of 3335.24 U/mg, polyphenoloxidase activity of 33.67 U/mL.min, 197.09 mg GAE/g of phenolic compounds, 76.87 mg QE/g of flavonoids, and IC50 antioxidant activity of 0.50 mg/mL. The protein profile of the extract, analyzed by SDS-PAGE, revealed bands corresponding to aspartic proteases, including peptides of approximately 15 kDa. These results significantly outperformed the maceration method, which yielded a proteolytic activity of 1124.49 U/mg and polyphenoloxidase activity of 90.00 U/mL.min. The UAE extract demonstrated robust milk coagulation properties, showcasing potential as a natural, sustainable alternative to animal-derived rennet in cheese production. This study underscores the dual value of reducing waste and promoting greener processes in the food industry, particularly for developing functional food products and innovative cheese manufacturing techniques.","Polyphenoloxidase, Proteolytic enzymes, Phenolic compounds, Flavonoids, Antioxidant activity",29498244,,Science Direct,Q2
DHANDA2025102937,Reviewing human-robot collaboration in manufacturing: Opportunities and challenges in the context of industry 5.0,Mandeep Dhanda and Benedict Alexander Rogers and Stephanie Hall and Elies Dekoninck and Vimal Dhokia,2025,Robotics and Computer-Integrated Manufacturing,https://doi.org/10.1016/j.rcim.2024.102937,"Industry 4.0 (I4.0) has been characterized by the increasing use of automation, artificial intelligence, and big data in manufacturing. It has brought different machines, tools, robots and devices together through integration with cyber-physical systems as well as Internet of Things and computer systems. This has dramatically improved efficiency, productivity, and flexibility of automated systems, but it has also raised concerns about the impact of automation on jobs, the ethical considerations and the future of work in general. Industry 5.0 (I5.0) is the next manufacturing paradigm evolution and builds on I4.0 with the addition of ‘people’, in which robots will be designed to work alongside humans in a safe and efficient manner. Human-robot collaboration (HRC) is its key enabler. In manufacturing, HRC has the potential to improve safety, efficiency, and productivity by allowing humans to focus on tasks that require creativity, judgment, and flexibility, while robots perform more repetitive and dangerous tasks. This paper explores the concept of HRC and its advancement within 21st century industry. It identifies the opportunities and challenges arising from the interactions between robots and humans in manufacturing applications, assembly, and inspection. It also highlights the significance of HRC in I4.0 and its potential in I5.0. In addition, the role of artificial intelligence, machine learning, large language models, information modelling (ontologies) and new emerging digital technologies (augmented reality, virtual reality, digital twins, cyber-physical system) in the development of HRC and I5.0 is documented and discussed adding new perspectives to the growing literature in this area. This investigation sheds light on the emerging paradigms that have come about as parts of I5.0 and the transformative role of human-robot interaction in shaping the future of manufacturing. This critical review provides a realistic picture of manufacturing automation and the benefits and weaknesses of current HRC systems. It presents a researched view on the concept, needs, enabling technologies and system frameworks of human-robot interaction in manufacturing, providing a practical vision and research agenda for future work in this area and its associated systems.","Human Robot Collaboration, Digital Manufacturing, Industry 5.0, Artificial Intelligence, Ontology",07365845,,Science Direct,Q1
DARZI2025123999,Evaluating e-waste mitigation strategies based on industry 5.0 enablers: An integrated scenario-based BWM and F-VIKOR approach,Mohammad Amin Darzi,2025,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2024.123999,"Electronic waste (e-waste) is the fastest-growing type of solid waste. According to the United Nations (UN), e-waste costs the global economy around $37 billion annually. Indeed, e-waste impedes UN Sustainable Development Goals (SDGs). Toward sustainable e-waste management, Industry 5.0 (I5.0) can offer a comprehensive solution by integrating the core principles of sustainability, resilience, and human-centricity into the technological advancements of Industry 4.0 (I4.0). However, no earlier study has systematically investigated the link between e-waste mitigation and I5.0. To bridge this crucial gap, an evaluation of e-waste Mitigation Strategies (MSs) grounded on I5.0 enablers is conducted in this research endeavor. Initially, ten e-waste MSs and fifteen I5.0 enablers are formulated, with a foundation on pertinent policies and existing literature. Then, an integrated scenario-based Best-Worst Method (scenario-based BWM) and Fuzzy Vlse Kriterijumsk Optimizacija Kompromisno Resenje (F-VIKOR) framework is proposed for decision-making. By harmonizing fuzzy and scenario-based methodologies, this novel framework proficiently navigates both epistemic uncertainties and randomness. The scenario-based BWM analyzes the I5.0 enablers to determine their respective weights, while the F-VIKOR method is deployed to assess the e-waste MSs through the lens of the I5.0 enablers' relative significance. A case study conducted in India applied the proposed approach, showing ‘sustainability’ and ‘control emission’ as paramount I5.0 dimension and enabler, respectively. Notably, the MS 'adoption of take-back practices at top management' emerges as a linchpin for fostering sustainable e-waste management practices. The research findings are elucidated through an economic lens and juxtaposed with existing studies, with sensitivity analysis reinforcing the credibility of the results. The implications of this study offer practical insights and policy considerations crucial for all key stakeholders within the e-waste management ecosystem.","e-waste mitigation, Industry 5.0, Industry 4.0, Sustainability, India, MCDM",03014797,,Science Direct,Q1
LI2025117234,Biochemical characterization of a β-galactosidase from Lactiplantibacillus plantarum YLBGNL-S7 and utilization of its permeabilized whole-cell catalyst for in situ galactooligosaccharide synthesis during yogurt making,Xin Li and Longlong Wang and Bo Guan and Chenxi Xu and Youzhen Hu and Rui Han and Xu Li and Yongqin Ni and Jun Zeng and Muhammad Imran Amirzada,2025,LWT,https://doi.org/10.1016/j.lwt.2024.117234,"Recently, lactic acid bacteria (LAB)-derived β-galactosidases have attracted much attention for their enzyme's high transglycosylation activity, GRAS status, and a tendency to form galactooligosaccharides (GOS) with a good prebiotic effect. However, their intracellular nature and the lack of a cost-effective method for the preparation of a food-grade catalyst hampers their application in the dairy industry. In this study, a β-galactosidase LpLacLM from Lactiplantibacillus plantarum YLBGNL-S7 was characterized. In addition, the permeabilized whole cells of L. plantarum YLBGNL-S7, containing approximately 3.79 × 10−5 kat g−1 of β-galactosidase activity, were prepared via lyophilization. The permeabilized whole cells could efficiently hydrolyze lactose and achieve maximum GOS yields of 31.71 g/100 g and 14.21 g/100 g at initial lactose concentrations of 30 g/100 mL and 5 g/100 mL, respectively. Moreover, the preincubation of reconstituted whole milk with 5.0 × 10−8 kat mL−1 of the permeabilized whole-cell catalyst at 50 °C for 3 h before the inoculation of traditional starters led to an 86.74% reduction in lactose and the production of 6.62 g L−1 GOS in the yogurt. Through this study, we demonstrated a novel method to prepare permeabilized whole cells for LAB-derived β-galactosidases and verified the feasibility of using this permeabilized whole-cell catalyst for in situ GOS synthesis during yogurt making.",,00236438,,Science Direct,Q1
SZELAGOWSKI20242285,Toward BPM maturity assessment integrated with BPM implementation and use,Marek Szelągowski and Piotr Sliż,2024,Business Process Management Journal,https://doi.org/10.1108/BPMJ-04-2024-0249,"Purpose
The aim of this article is to develop an efficient method for the assessment of business process management (BPM) maturity, which identifies the present maturity level in the organization, as well as integrates itself with the methodology of implementing BPM and systemically eliminates the identified limitations of existing BPM maturity models (BPM MMs).
Design/methodology/approach
The methodological underpinning of this research involves a comprehensive review and critique of existing BPM MMs, dissecting their theoretical foundations and methodological constructs. Grounded in established research methodologies, the study integrates perspectives from Industry 4.0 and Industry 5.0.
Findings
The presented BPM maturity assessment (BPM MA) is targeted at showing the actions that lead to raising BPM maturity by drawing upon the potential of the organization in a way which is harmonious with methodologies of implementing and using BPM. It focuses on practical usability and, thanks to this, eliminates one of the most often discussed flaws of BPM MMs.
Research limitations/implications
The limitation of this study is, at this stage, the lack of empirical verification and the lack of postulated BPM MA tools, integrated with the BPM software available on the market. Though the proposed BPM MA offers a systematic approach, targeted at practical use, it will, however, in the further perspective, require tailoring to the specific nature of different sectors of the economy in order to reach its full potential by, e.g. adapting the evaluation surveys and adding dedicated recommendations.
Practical implications
Practitioners may reap the benefits of the presented BPM MA thanks to its harmonization with methodologies of implementing BPM and the possibility of its use as an element of the standard BPM lifecycle. Accounting for the requirements of Industry 4.0/5.0 in both assessment criteria and recommendations provides managers support in the rapidly changing business environment.
Originality/value
The originality of this study rests in the synthesis of theoretical and methodological rigor with a singular focus on the practical usability of the proposed BPM MA. Apart from conceptual progress, the contribution of this study rests in removing the theoretical-practical gap and accounting for the requirements of Industry 4.0 and the upcoming Industry 5.0.","Business process management (BPM), Maturity, BPM maturity, Maturity assessment (MA), Maturity model (MM), Implementation methodology, Artificial intelligence (AI)",14637154,,Science Direct,Q1
ARIASVELASQUEZ2025103875,Transient analysis of temporary overvoltage and cable faults in underground medium voltage systems,Ricardo Manuel {Arias Velásquez},2025,Results in Engineering,https://doi.org/10.1016/j.rineng.2024.103875,"This paper evaluates the challenges faced by renewable power plants in 2024 concerning underground cables designed according to industry standards. It emphasizes the need for optimization in cable operation to enhance efficiency and power throughput capacity, given the substantial investment costs involved. The study highlights the interest in single-conductor cables and the associated issues of induced voltages and currents. A key focus is on inrush current and its impact on transmission system protection, particularly relevant due to the behavioral differences between inverters and synchronous machines, and inrush currents in the transformers of PV solar plants. Additionally, it addresses the objectives of managing AC overvoltage and overcurrent during faults and the significance of transient modeling in these scenarios. Our findings reflect the issues of induced voltage, circulating current, and inrush current in long underground cables, particularly in the context of large PV solar plants with numerous transformers. We explore the effects on splices and terminals and discuss the use of insulated-gate bipolar transistors (IGBTs) in transformers, as well as the impact of cable configuration on circulating currents and ferroresonance. Furthermore, the paper presents findings from real fault scenarios, demonstrating the influence of cable core cross-section and the increase in error with cable length. It highlights the importance of managing induced voltage, circulating current, and ferroresonance in underground cables, particularly at splices and terminals. The study reports a relative error of 0.2 % for a cable length of 1.8 km, increasing to 5.0 % for a length of 5.4 km in the modeling.","Cable, Inrush, Splice, Transformer, Underground",25901230,,Science Direct,Q1
MOYANOLONDONO2025108,Logistics 4.0 and emerging technologies: A scientometric perspective on innovation in supply chains,Gabriel Antonio Moyano-Londoño and Valentina Cardona-Granada and Paola Alzate,2025,Journal of Digital Economy,https://doi.org/10.1016/j.jdec.2025.08.002,"Logistics 4.0 and emerging technologies have transformed supply chain management, fostering innovation, operational efficiency, and sustainability. This study conducts a scientometric analysis of 698 publications from 2005 to 2023, indexed in Scopus and Web of Science (WOS), to explore the evolution of Industry 4.0 applications in supply chains. The research follows a two-stage approach using PRISMA and Tree of Science (TOS) methodologies. First, scientific mapping was performed through RStudio Cloud and Bibliometrix. Then, co-citation network analysis in Gephi enabled the construction of the Tree of Science and the identification of three core research clusters. The first cluster links Industry 4.0 to circular economy strategies, emphasizing the integration of technologies such as blockchain and additive manufacturing to enable sustainable and regenerative supply networks. The second cluster focuses on the adoption of specific digital technologies, such as IoT and blockchain, within supply chain operations, highlighting traceability, transparency, and governance. The third cluster centers on the evolution of smart supply chains and digital maturity, integrating strategic frameworks and extending the scope of research to diverse sectors, including SMEs, healthcare, and education. This study contributes to existing knowledge by mapping the conceptual and methodological evolution of Logistics 4.0 research, revealing how digitalization and sustainability have become central to supply chain innovation. Emerging research lines include the development of integrative frameworks for circularity and digitalization, empirical validation of technology adoption models, and expansion of Industry 4.0 applications beyond manufacturing. Future work is encouraged to address regulatory challenges, sectoral adaptations, and socio-environmental impacts, while exploring concepts such as Society 5.0 and smart working.","Smart manufacturing, Technological innovation, Industry 4.0, Circular economy, Bibliometric analysis",27730670,,Science Direct,Q1
WANG2025138865,Effective xylan integration for remodeling biochar uniformity and porosity to enhance chemical elimination and CO2 adsorption,Yongtai Wang and Huiyi Zhang and Yunong Li and Hua Yu and Dan Sun and Yujing Yang and Ran Zhang and Li Yu and Fei Ma and Muhammad Nauman Aftab and Liangcai Peng and Yanting Wang,2025,International Journal of Biological Macromolecules,https://doi.org/10.1016/j.ijbiomac.2024.138865,"Although plant evolution has offered diverse biomass resources, the production of high-quality biochar from desirable lignocelluloses remains unexplored. In this study, distinct lignocellulose substrates derived from eight representative plant species were employed to prepare biochar samples under three different temperature treatments. Correlation analysis showed that only hemicellulose was a consistently positive factor of lignocellulose substrates to account for the dye-adsorption capacities of diverse biochar samples. Furthermore, we integrated exo-xylan, a major hemicellulose in higher plants, into lignin-disassociated lignocelluloses to produce the desirable biochar with a uniform and symmetrical structure, resulting in a 5.2-fold increase in surface area (51 to 317 m2/g) and a 5.0-fold increase in total pore volume (0.02 to 0.11 cm3/g micropore, 0.02 to 0.12 cm3/g mesopore). This consequently improved the adsorption capacities of the remodeled biochar, with an increase of 26 % for dual-industry dyes, 90 % for 1579 organic compounds, and 14 % for CO2. Based on the fluorescence observation of xylan-cellulose co-localization and physical-chemical characterization of the remodeled biochar, a novel hypothetical model was proposed to explain how xylan plays an integral role in desired biochar production, providing insights into effective lignocellulose reconstruction and efficient thermochemical catalysis as an integrative strategy to maximize biochar adsorption capacity.","Plant evolution, Diverse lignocelluloses, Xylan interlink, Chemical adsorption, Carbon neutralization",01418130,,Science Direct,Q1
BERX2025100984,A harmonious synergy between robotic performance and well-being in human-robot collaboration: A vision and key recommendations,Nicole Berx and Wilm Decré and Joris {De Schutter} and Liliane Pintelon,2025,Annual Reviews in Control,https://doi.org/10.1016/j.arcontrol.2024.100984,"The transition from Industry 4.0 to Industry 5.0 marks a significant shift towards human-centric manufacturing processes, emphasizing the integration of collaborative robots with advanced sensory and cognitive abilities. Unlike previous industrial revolutions, Industry 5.0 prioritizes the integration of human workers alongside advanced technologies, emphasizing collaboration, and acknowledging the unique strengths of both humans and machines, with a focus on human well-being. However, this transition presents significant challenges to adopting cobots in industries due to safety concerns compromising efficiency. While robotics and automation traditionally focus on maximizing performance and minimizing human intervention, the latter no longer applies to human-robot collaboration. There is a need for developing approaches and technologies that can seamlessly combine high-level robotic performance with safety, as well as pursue operator well-being. This paper presents a vision and specific recommendations for a harmonious synergy between robot performance and operator well-being in human-robot collaboration. Our vision includes the need to develop cobots that are contextually intelligent, capable of meaningful conversation, and adaptable to changing conditions. The paper identifies current challenges, such as safety concerns impacting performance, a narrow safety focus and overlooked system-wide impacts, limited guidance on well-being, and insufficient interdisciplinary approaches. To overcome the identified challenges, key recommendations essential for achieving the vision are outlined, and pathways to overcome remaining obstacles are presented. These recommendations include designing context-aware, cognitively embodied, and socially proficient cobots; balancing autonomy and control in task allocation; and adopting a socio-technical systems perspective. Although numerous technical obstacles remain, the rapid advances in Artificial Intelligence (AI), particularly in generative AI, provide an extraordinary and previously unattainable catalyst for realizing our vision, serving as a fundamental enabler. Our methodology combines expert synthesis and a narrative literature review, drawing on diverse academic domains such as robotics, industrial manufacturing, safety, and human factors. This paper advances human-robot collaboration research by adopting a holistic approach that integrates engineering and non-engineering perspectives, emphasizing technical performance, safety, well-being, and socio-technical systems to optimize collaboration. We aim to inspire and guide both the engineering and robotics community and the human factors and safety community toward developing more holistic, safer, and human-centered collaborative robotic systems. By embracing the interdisciplinary approach, we advocate in this paper, both technical and non-technical experts can benefit from the insights provided.",,13675788,,Science Direct,Q1
CELINO2025100850,Procedural knowledge management in Industry 5.0: Challenges and opportunities for knowledge graphs,Irene Celino and Valentina Anita Carriero and Antonia Azzini and Ilaria Baroni and Mario Scrocca,2025,Journal of Web Semantics,https://doi.org/10.1016/j.websem.2024.100850,"With digital transformation, industrial companies today are facing the challenges to change and innovate their business, by leveraging digital technologies and tools to support their processes and their operations. One of their main challenges is the management of the company knowledge, especially when tacit and owned by industry workers. In this paper, we illustrate how knowledge graphs can be the turning point to allow industry workers digitize and exploit the knowledge about the “what”, the “how” and the “why” of their everyday activities. In particular, we focus on the “how” by illustrating the challenges related to procedural knowledge management, i.e., the knowledge about processes and workflows that employees need to follow, and comply with, to correctly execute their tasks, in order to improve efficiency and effectiveness, to reduce risks and human errors and to optimize operations. We also explain the relationship in this context between knowledge graphs and sub-symbolic AI approaches.","Procedural knowledge, Industry 5.0, Knowledge graphs, Artificial Intelligence",15708268,,Science Direct,Q2
PABOLU2025226,Development of intelligent system to consider worker's comfortable work duration in assembly line work scheduling,Venkata Krishna Rao Pabolu and Divya Shrivastava and Makarand S. Kulkarni,2025,Journal of Manufacturing Systems,https://doi.org/10.1016/j.jmsy.2024.11.016,"The Fifth Industrial Revolution, or Industry 5.0, is a way to bring collaboration between human expertise and intelligent machines in making customized products, where humans guide the intelligent machines and machines to support the human. The fundamental purpose of Industry 5.0 is for human well-being in intelligent manufacturing. This research aims to prevent the assembly line workforce from physiological work stress using an intelligent work scheduling system and support assembly line managers by avoiding worker work rotations during assembly time. The worker’s comfortable work duration time (WCWDT) is proposed through this work to be considered during the assembly worker’s work scheduling. A knowledge-based intelligent system (KBIS) is proposed to make the worker’s work scheduling by considering the WCWDT. The knowledge of the worker’s WCWDT is learned with a learning mechanism from the historical data of the worker’s WCWDT. The intelligent algorithm selects the workers from the available workforce and assigns assembly work by considering their WCWDT. Industrial Internet of Things (IIoT) and Assembly line worker assignment and balancing problem (ALWABP) frameworks are adapted for workers’ WCWDT data acquisition and worker selection, respectively. Moreover, the proposed KBIS is smart enough to prioritize the aged workers from the available workforce. Finally, a use-case illustrative example is discussed to describe the scope of this research for a multi-model assembly line.","Industry 5.0, Knowledge-based intelligent systems, IIoT, ALWABP, Smart Scheduling",02786125,,Science Direct,Q1
SAGHAFIAN2025106730,Understanding automation transparency and its adaptive design implications in safety–critical systems,Mina Saghafian and Dorthea Mathilde Kristin Vatn and Stine Thordarson Moltubakk and Lene Elisabeth Bertheussen and Felix Marcel Petermann and Stig Ole Johnsen and Ole Andreas Alsos,2025,Safety Science,https://doi.org/10.1016/j.ssci.2024.106730,"Automation is designed to assist operators and enhance system performance and safety. When unexpected events occur, and the operator is not able to understand the behaviour of the automated system a sudden rise in cognitive workload occurs, compromising decision-making, performance, and safety. Automation transparency as a human-centric design principle is a potential intervention in the design of human-automation systems that can remedy these countereffects. Human-centricity of advanced automated systems is one of the focal areas of Industry 5.0 and automation transparency is a potential design principle that will become even more important in this new era. Thus, this concept must be well-understood, and its design implications must be highlighted. This understanding of the current state of automation transparency is important for entering a new era with more complex systems. The literature includes varied definition and approaches to transparency with mixed results on its influence on automation system design factors, making it hard to understand design implications. This paper addresses this need. This work stemmed from a broader systematic literature review and specifically zoomed in on the included literature that explicitly mentioned the terms ‘automation transparency’ and ‘transparency’ in their abstracts and filtered for these articles in Rayyan software. These articles were screened for full text relevance, being empirical papers, using qualitative, quantitative or mixed methods. Fourteen resulting articles were analysed, as representative exemplars of empirical and recent work in this field, to see how automation transparency is being understood, what is its significance in relation to other automation system design factors, and what are the design implications. The findings showed a progressive trend from the emphasis on static, high transparency towards an emphasis on human centred adaptive transparency and explainability which is aligned with the focus of Industry 5.0. Adaptive transparency design implications derived from the analysis are presented along with limitations of the current research and the future research implications.","Automation transparency, Adaptive transparency, Explainability, Workload, Situation awareness, Trust",09257535,,Science Direct,Q1
WANG2024108503,Fabrication of PEI/CF composite parts with multi-angle reinforced mechanical properties by a micro-extrusion foaming FDM process,Zelin Wang and Mengnan Zhou and Junjie Jiang and Hanyi Huang and Bichi Chen and Yaozong Li and Wentao Zhai,2024,Composites Part A: Applied Science and Manufacturing,https://doi.org/10.1016/j.compositesa.2024.108503,"The combination of fused deposition modeling (FDM) and foaming technology enables the fabrication of complex hierarchical and lightweight parts. However, this approach is hindered by a reduction in the mechanical properties of final parts. To this end, with the aim of addressing the challenge of the fabrication of 3D-printed parts with enhanced mechanical and lightweight features, a micro-extrusion foaming FDM process using CO2 as a blowing agent was hereby established, and the carbon fiber (CF) was selected as a reinforcing filler. Compared to pure polyetherimide (PEI) parts, the longitudinal tensile strength of the PEI/CF parts with 5.0 wt% CF added increased by 30.3 %, while the interfacial bonding strength of PEI/CF-5.0 foamed parts increased by 86.3 % compared to the unfoamed parts. Furthermore, the PEI/CF-5.0 foamed parts, weighing only about 1.7 g, could bear a load of a 60 kg human body in multiple directions. Additionally, focusing on the filler orientation and the enhanced interdiffusion and entanglement of polymer chains at interfaces, the reinforcement mechanisms of the foamed parts fabricated by micro-extrusion foaming FDM process were discussed. The micro-extrusion foaming FDM process demonstrated the capability to produce lightweight parts with enhanced mechanical properties, making it a promising technology for applications in the aerospace and military industries.","PEI/CF composite part, Micro-extrusion foaming, FDM, Mechanical properties",1359835X,,Science Direct,Q1
PETOUSIS202552,Enhanced engineering and biocidal polypropylene filaments enabling melt reduction of AgNO3 through PVP agent: A scalable process for the defense industry with MEX additive manufacturing,Markos Petousis and Nikolaos Michailidis and Vassilis Papadakis and Apostolos Argyros and Mariza Spiridaki and Nikolaos Mountakis and John Valsamos and Nektarios K. Nasikas and Amalia Moutsopoulou and Nectarios Vidakis,2025,Defence Technology,https://doi.org/10.1016/j.dt.2024.09.007,"This study focused on the production of polypropylene (PP)/silver (Ag) composites via additive manufacturing. This study aimed to enhance the quality of medical-grade PP in material extrusion (MEX) three-dimensional printing (3DP) by improving its mechanical properties while simultaneously adding antibacterial properties. The latter can find extremely important and versatile properties that are applicable in defense and security domains. PP/Ag nanocomposites were prepared using a novel method based on a reaction occurring while mixing appropriate quantities of the starting polymers and additives, namely polyvinylpyrrolidone (PVP) as the matrix material and silver nitrate (AgNO3) as the filler. This process produced three-dimensional (3D) printed filaments, which were then used to create specimens for a series of standardized tests. It was found that the mechanical properties of the nanocomposites were enhanced in relation to pristine PP, especially for the PP matrix with various loadings of AgNO3 and PVP, such as 5.0 wt% and 2.5 wt%, respectively. The voids, inclusions, and actual-to-nominal dimensions also showed improved results. The 3DP specimens exhibited a more effective biocidal performance against Staphylococcus aureus than Escherichia coli, which developed an inhibition zone only in the case of PP with filler loading percentages of AgNO3 and PVP at 10.0 wt% and 5.0 wt%, respectively Compounds possessing such properties can be beneficial for various applications requiring increased mechanical properties and biocidal capabilities, such as in the Defence or medical industries.","Polypropylene (PP), Polyvinyl pyrrolidone (PVP), Silver nitride (AgNO), In-situ reactive melt mixing process, Material extrusion (MEX) 3D printing, Biocidal performance",22149147,,Science Direct,Q1
FRANK2025109475,How Lean and Industry 4.0 affect worker outcomes and operational performance: A quantitative assessment of competing models,Alejandro G. Frank and Timothy J. Sturgeon and Guilherme B. Benitez and Giuliano A. Marodin and Samantha {Ferreira e Cunha},2025,International Journal of Production Economics,https://doi.org/10.1016/j.ijpe.2024.109475,"This study explores the relationship between Lean Manufacturing and Industry 4.0, two paradigms that have shaped modern manufacturing. While Lean Manufacturing seeks to optimize sociotechnical systems by integrating workers, processes, and technologies, the focus of Industry 4.0 is to integrate digital technologies into manufacturing processes. Related literature has considered a diversity of relationships between Lean and Industry 4.0 but used contradictory models to explain their associations to operational performance. Also, while much attention has been given to the contribution of Lean and Industry 4.0 to operational performance, little is known about their effect on worker outcomes. Therefore, we aim to investigate how these two paradigms interact and their effects on both operational performance and worker outcomes. We propose competing research models – mediation and moderation – to explain plausible relationships between Lean and Industry 4.0 on worker outcomes and operational performance. We test these models through empirical analysis of survey data from 415 manufacturing companies. Our results reveal that Industry 4.0 technologies act as antecedents when they are used to enhance Lean practices for operational performance (Lean as mediator) but serve as moderators in shaping worker outcomes within Lean systems. We also examine the detailed relationships between specific Lean bundles and Industry 4.0 technologies. Our findings highlight the need to strategically balance the adoption of technologies that support Lean for operational performance improvements with technologies that modify worker activities to enhance overall worker outcomes. We contribute to reconciling different perspectives on Lean and Industry 4.0 in the design of sociotechnical manufacturing systems.","Lean, Industry 4.0, Industry 5.0, Digital transformation, Manufacturing workers, Performance",09255273,,Science Direct,Q1
WANG2025102890,Self-training-based approach with improved XGBoost for aluminum alloy casting quality prediction,Haonan Wang and Quanzhi Sun and Jun Wu and Xuxia Zhang and Weipeng Liu and Tao Peng and Renzhong Tang,2025,Robotics and Computer-Integrated Manufacturing,https://doi.org/10.1016/j.rcim.2024.102890,"The revolutionary advances in integrated components in current automotive industry have led to a sharply rising demand for aluminum alloy castings. Targeted quality inspection is thus proposed for components manufacturers to achieve high responsiveness and low operational cost. This suggests casting machine manufacturers to integrate advanced quality prediction functions into the next generation of intelligent casting machines. However, acquiring ample quality inspection data is essential for implementing such functions, which is often challenging, if not infeasible, due to practical issues such as data proprietorship or privacy. Self-training is a good candidate for dealing with scarce labeled data, and XGBoost is commonly used as the base classifier. However, misclassification of unlabeled data happens using XGBoost, which could lead to incorrect pseudo-label assignments, eventually resulting in higher misclassification rate. To address this challenge, a self-training and improved XGBoost-based aluminum alloy casting quality prediction approach is proposed. This approach integrates the classification loss of unlabeled data in the objective function as a new regularization term and considers first and second partial derivatives of the classification loss function for unlabeled data in the leaf node's weight score. The proposed approach penalizes those classification models that misclassify unlabeled data, thereby improves quality prediction performance. To evaluate the effectiveness of our approach, a casting machine manufacturer was collaborated to conduct a case study. The results on three-type casting quality prediction demonstrate that our approach could achieve an accuracy, precision, recall and F1 score of 93.2 %, 90 %, 64.2 %, and 0.75, respectively, outperforming all compared approaches. The approach supports casting machine manufacturers to pre-train a casting quality prediction models with scarce labeled data, enabling swift deployment and customization for targeted quality inspection.","Aluminum alloy casting, Quality prediction, Self training, XGBoost, Industry 4.0/5.0",07365845,,Science Direct,Q1
WANG2025128973,ParaDC: Parallel-learning-based dynamometer cards augmentation with diffusion models in sucker rod pump systems,Xingxia Wang and Yuhang Liu and Xiang Cheng and Yutong Wang and Yonglin Tian and Fei-Yue Wang,2025,Neurocomputing,https://doi.org/10.1016/j.neucom.2024.128973,"The accurate fault diagnosis of sucker rod pump systems (SRPs) is crucial for the sustainable development of oil & gas. Currently, dynamometer cards (DCs) are widely employed to evaluate the working condition of SRPs, framing fault diagnosis as a pattern recognition problem. While significant attention has been dedicated to enhancing the performance of diagnostic algorithms, the critical role of high-quality DC datasets in improving diagnostic accuracy has been comparatively underexplored. To address issues of incomplete and imbalanced data distribution in existing DC datasets, this paper introduces ParaDC, a novel data augmentation mechanism grounded in parallel learning, to facilitate the transition of DCs from “small data” to “big data” and ultimately realize “deep intelligence”. Under this mechanism, wave equations representing the behavior of SRPs are first utilized to construct the customized “small” DC datasets. Diffusion models are then incorporated to augment the “big” DC datasets and enhance data diversity. Additionally, iterative training combined with human feedback is introduced to optimize and improve the quality of generated DCs, accelerating the pathway towards “deep intelligence”. To further validate the feasibility and effectiveness of ParaDC, extensive computational experiments are conducted to demonstrate its outstanding generative performance. Finally, the potential of intelligent diagnostic systems, supported by digital workers, is discussed in the context of Industry 5.0, which is believed to be indispensable in the future industrial diagnostic paradigm.","Sucker rod pump systems, Fault diagnosis, Dynamometer cards, Parallel learning, Diffusion models, Data augmentation",09252312,,Science Direct,Q1
